2024-05-28 09:26:45,1.0,0.0,0.0,0.0,1.4,4.6,0.0
2024-05-28 10:13:20,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 10:13:21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 10:13:22,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 10:13:23,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 10:13:24,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 10:13:25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 10:13:26,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 10:13:27,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 10:13:28,1.0,0.0,0.0,0.0,0.0,0.0,0.0
